Date,Service,Ligne,Nom_de_la_ligne,Taux_de_ponctualité,Nombre_de_voyageurs_à_l'heure_pour_un_voyageur_en_retard
6/1/2015,Transilien,N,Paris Montparnasse,83.60,7.20
6/1/2015,Transilien,P,Paris Est,83.60,8.00
6/1/2015,Transilien,R,Paris Sud Est,83.60,5.80
6/1/2015,Transilien,U,La Verrière - La Défense,83.60,14.80
7/1/2015,RER,A,RER A,83.60,2.70
7/1/2015,RER,B,RER B,83.60,10.00
7/1/2015,RER,C,RER C,83.60,7.50
7/1/2015,RER,D,RER D,83.60,7.10
7/1/2015,RER,E,RER E,83.60,14.40
7/1/2015,Transilien,H,Paris Nord Ouest,83.60,12.90
7/1/2015,Transilien,J,Paris Saint-Lazare Nord,83.60,6.60
7/1/2015,Transilien,K,Paris Nord Crépy,83.60,8.40
7/1/2015,Transilien,L,Paris Saint-Lazare Sud,83.60,3.70
7/1/2015,Transilien,N,Paris Montparnasse,83.60,9.60
7/1/2015,Transilien,P,Paris Est,83.60,9.10
7/1/2015,Transilien,R,Paris Sud Est,83.60,7.90
7/1/2015,Transilien,U,La Verrière - La Défense,83.60,12.00
8/1/2015,RER,A,RER A,83.60,4.90
8/1/2015,RER,B,RER B,83.60,13.10
8/1/2015,RER,C,RER C,83.60,13.50
8/1/2015,RER,D,RER D,83.60,10.80
8/1/2015,RER,E,RER E,83.60,17.90
8/1/2015,Transilien,H,Paris Nord Ouest,83.60,26.00
8/1/2015,Transilien,J,Paris Saint-Lazare Nord,83.60,9.00
8/1/2015,Transilien,K,Paris Nord Crépy,83.60,7.10
8/1/2015,Transilien,L,Paris Saint-Lazare Sud,83.60,8.90
8/1/2015,Transilien,N,Paris Montparnasse,83.60,26.00
8/1/2015,Transilien,P,Paris Est,83.60,9.90
8/1/2015,Transilien,R,Paris Sud Est,83.60,10.40
8/1/2015,Transilien,U,La Verrière - La Défense,83.60,23.40
9/1/2015,RER,A,RER A,83.60,2.30
9/1/2015,RER,B,RER B,83.60,8.40
9/1/2015,RER,C,RER C,83.60,9.70
9/1/2015,RER,D,RER D,83.60,6.70
9/1/2015,RER,E,RER E,83.60,8.90
9/1/2015,Transilien,H,Paris Nord Ouest,83.60,22.00
9/1/2015,Transilien,J,Paris Saint-Lazare Nord,83.60,5.70
9/1/2015,Transilien,K,Paris Nord Crépy,83.60,7.30
9/1/2015,Transilien,L,Paris Saint-Lazare Sud,83.60,5.30
9/1/2015,Transilien,N,Paris Montparnasse,83.60,13.20
9/1/2015,Transilien,P,Paris Est,83.60,6.20
9/1/2015,Transilien,R,Paris Sud Est,83.60,8.60
9/1/2015,Transilien,U,La Verrière - La Défense,83.60,12.90
10/1/2015,RER,A,RER A,83.60,1.90
10/1/2015,RER,B,RER B,83.60,9.00
10/1/2015,RER,C,RER C,83.60,7.40
10/1/2015,RER,D,RER D,83.60,5.30
10/1/2015,RER,E,RER E,83.60,18.90
10/1/2015,Transilien,H,Paris Nord Ouest,83.60,14.40
10/1/2015,Transilien,J,Paris Saint-Lazare Nord,83.60,7.30
10/1/2015,Transilien,K,Paris Nord Crépy,83.60,9.20
10/1/2015,Transilien,L,Paris Saint-Lazare Sud,83.60,4.80
10/1/2015,Transilien,N,Paris Montparnasse,83.60,7.00
10/1/2015,Transilien,P,Paris Est,83.60,9.80
10/1/2015,Transilien,R,Paris Sud Est,83.60,5.70
10/1/2015,Transilien,U,La Verrière - La Défense,83.60,10.70
11/1/2015,RER,A,RER A,83.60,2.00
11/1/2015,RER,B,RER B,83.60,6.50
11/1/2015,RER,C,RER C,83.60,6.00
11/1/2015,RER,D,RER D,83.60,4.40
11/1/2015,RER,E,RER E,83.60,13.10
11/1/2015,Transilien,H,Paris Nord Ouest,83.60,16.50
11/1/2015,Transilien,J,Paris Saint-Lazare Nord,83.60,7.50
11/1/2015,Transilien,K,Paris Nord Crépy,83.60,5.70
11/1/2015,Transilien,L,Paris Saint-Lazare Sud,83.60,4.20
11/1/2015,Transilien,N,Paris Montparnasse,83.60,7.70
11/1/2015,Transilien,P,Paris Est,83.60,7.30
11/1/2015,Transilien,R,Paris Sud Est,83.60,4.60
11/1/2015,Transilien,U,La Verrière - La Défense,83.60,9.50
12/1/2015,RER,A,RER A,83.60,2.40
12/1/2015,RER,B,RER B,83.60,7.30
12/1/2015,RER,C,RER C,83.60,9.30
12/1/2015,RER,D,RER D,83.60,7.70
12/1/2015,RER,E,RER E,83.60,21.20
12/1/2015,Transilien,H,Paris Nord Ouest,83.60,25.30
12/1/2015,Transilien,J,Paris Saint-Lazare Nord,83.60,8.70
12/1/2015,Transilien,K,Paris Nord Crépy,83.60,6.10
12/1/2015,Transilien,L,Paris Saint-Lazare Sud,83.60,7.40
12/1/2015,Transilien,N,Paris Montparnasse,83.60,12.50
12/1/2015,Transilien,P,Paris Est,83.60,12.30
12/1/2015,Transilien,R,Paris Sud Est,83.60,6.60
12/1/2015,Transilien,U,La Verrière - La Défense,83.60,13.10
1/1/2016,RER,A,RER A,83.60,2.20
1/1/2016,RER,B,RER B,83.60,5.90
1/1/2016,RER,C,RER C,83.60,8.90
1/1/2016,RER,D,RER D,83.60,4.40
1/1/2016,RER,E,RER E,83.60,19.40
1/1/2016,Transilien,H,Paris Nord Ouest,83.60,22.30
1/1/2016,Transilien,J,Paris Saint-Lazare Nord,83.60,10.90
1/1/2016,Transilien,K,Paris Nord Crépy,83.60,4.40
1/1/2016,Transilien,L,Paris Saint-Lazare Sud,83.60,8.10
1/1/2016,Transilien,N,Paris Montparnasse,83.60,11.70
1/1/2016,Transilien,P,Paris Est,83.60,8.50
1/1/2016,Transilien,R,Paris Sud Est,83.60,6.80
1/1/2016,Transilien,U,La Verrière - La Défense,83.60,15.90
2/1/2016,RER,A,RER A,83.60,2.50
2/1/2016,RER,B,RER B,83.60,6.60
2/1/2016,RER,C,RER C,83.60,7.70
2/1/2016,RER,D,RER D,83.60,6.50
2/1/2016,RER,E,RER E,83.60,13.50
2/1/2016,Transilien,H,Paris Nord Ouest,83.60,19.40
2/1/2016,Transilien,J,Paris Saint-Lazare Nord,83.60,10.80
2/1/2016,Transilien,K,Paris Nord Crépy,83.60,5.90
2/1/2016,Transilien,L,Paris Saint-Lazare Sud,83.60,8.40
2/1/2016,Transilien,N,Paris Montparnasse,83.60,14.90
2/1/2016,Transilien,P,Paris Est,83.60,7.40
2/1/2016,Transilien,R,Paris Sud Est,83.60,7.40
2/1/2016,Transilien,U,La Verrière - La Défense,83.60,30.30
3/1/2016,RER,A,RER A,83.60,2.60
3/1/2016,RER,B,RER B,83.60,8.50
3/1/2016,RER,C,RER C,83.60,7.50
3/1/2016,RER,D,RER D,83.60,5.40
3/1/2016,RER,E,RER E,83.60,22.30
3/1/2016,Transilien,H,Paris Nord Ouest,83.60,12.70
3/1/2016,Transilien,J,Paris Saint-Lazare Nord,83.60,10.20
3/1/2016,Transilien,K,Paris Nord Crépy,83.60,6.00
3/1/2016,Transilien,L,Paris Saint-Lazare Sud,83.60,8.90
3/1/2016,Transilien,N,Paris Montparnasse,83.60,13.70
3/1/2016,Transilien,P,Paris Est,83.60,8.30
3/1/2016,Transilien,R,Paris Sud Est,83.60,9.90
3/1/2016,Transilien,U,La Verrière - La Défense,83.60,14.40
4/1/2016,RER,A,RER A,83.60,2.60
4/1/2016,RER,B,RER B,83.60,9.10
4/1/2016,RER,C,RER C,83.60,9.60
4/1/2016,RER,D,RER D,83.60,8.30
4/1/2016,RER,E,RER E,83.60,14.90
4/1/2016,Transilien,H,Paris Nord Ouest,83.60,26.80
4/1/2016,Transilien,J,Paris Saint-Lazare Nord,83.60,10.10
4/1/2016,Transilien,K,Paris Nord Crépy,83.60,8.80
4/1/2016,Transilien,L,Paris Saint-Lazare Sud,83.60,8.40
4/1/2016,Transilien,N,Paris Montparnasse,83.60,16.50
4/1/2016,Transilien,P,Paris Est,83.60,8.40
4/1/2016,Transilien,R,Paris Sud Est,83.60,9.10
4/1/2016,Transilien,U,La Verrière - La Défense,83.60,22.80
5/1/2016,RER,A,RER A,83.60,3.00
5/1/2016,RER,B,RER B,83.60,6.10
5/1/2016,RER,C,RER C,83.60,7.80
5/1/2016,RER,D,RER D,83.60,6.00
5/1/2016,RER,E,RER E,83.60,10.10
5/1/2016,Transilien,H,Paris Nord Ouest,83.60,24.60
5/1/2016,Transilien,J,Paris Saint-Lazare Nord,83.60,7.10
5/1/2016,Transilien,K,Paris Nord Crépy,83.60,12.00
5/1/2016,Transilien,L,Paris Saint-Lazare Sud,83.60,6.90
5/1/2016,Transilien,N,Paris Montparnasse,83.60,8.90
5/1/2016,Transilien,P,Paris Est,83.60,7.30
5/1/2016,Transilien,R,Paris Sud Est,83.60,4.30
5/1/2016,Transilien,U,La Verrière - La Défense,83.60,14.40
6/1/2016,RER,A,RER A,83.60,2.40
6/1/2016,RER,B,RER B,83.60,7.40
6/1/2016,RER,C,RER C,83.60,7.40
6/1/2016,RER,D,RER D,83.60,4.90
6/1/2016,RER,E,RER E,83.60,13.30
6/1/2016,Transilien,H,Paris Nord Ouest,83.60,15.10
6/1/2016,Transilien,J,Paris Saint-Lazare Nord,83.60,9.50
6/1/2016,Transilien,K,Paris Nord Crépy,83.60,8.40
6/1/2016,Transilien,L,Paris Saint-Lazare Sud,83.60,7.50
6/1/2016,Transilien,N,Paris Montparnasse,83.60,4.10
6/1/2016,Transilien,P,Paris Est,83.60,9.10
6/1/2016,Transilien,R,Paris Sud Est,83.60,5.50
6/1/2016,Transilien,U,La Verrière - La Défense,83.60,10.10
7/1/2016,RER,A,RER A,83.60,2.70
7/1/2016,RER,B,RER B,83.60,7.20
7/1/2016,RER,C,RER C,83.60,6.40
7/1/2016,RER,D,RER D,83.60,6.00
7/1/2016,RER,E,RER E,83.60,8.90
7/1/2016,Transilien,H,Paris Nord Ouest,83.60,11.20
7/1/2016,Transilien,J,Paris Saint-Lazare Nord,83.60,6.80
7/1/2016,Transilien,K,Paris Nord Crépy,83.60,6.60
7/1/2016,Transilien,L,Paris Saint-Lazare Sud,83.60,7.10
7/1/2016,Transilien,N,Paris Montparnasse,83.60,17.90
7/1/2016,Transilien,P,Paris Est,83.60,6.40
7/1/2016,Transilien,R,Paris Sud Est,83.60,6.50
7/1/2016,Transilien,U,La Verrière - La Défense,83.60,27.60
8/1/2016,RER,A,RER A,83.60,4.60
8/1/2016,RER,B,RER B,83.60,13.70
8/1/2016,RER,C,RER C,83.60,9.30
8/1/2016,RER,D,RER D,83.60,8.80
8/1/2016,RER,E,RER E,83.60,12.70
8/1/2016,Transilien,H,Paris Nord Ouest,83.60,19.40
8/1/2016,Transilien,J,Paris Saint-Lazare Nord,83.60,6.30
8/1/2016,Transilien,K,Paris Nord Crépy,83.60,8.40
8/1/2016,Transilien,L,Paris Saint-Lazare Sud,83.60,7.20
8/1/2016,Transilien,N,Paris Montparnasse,83.60,11.50
8/1/2016,Transilien,P,Paris Est,83.60,7.10
8/1/2016,Transilien,R,Paris Sud Est,83.60,8.40
8/1/2016,Transilien,U,La Verrière - La Défense,83.60,13.70
9/1/2016,RER,A,RER A,83.60,2.40
9/1/2016,RER,B,RER B,83.60,7.20
9/1/2016,RER,C,RER C,83.60,7.80
9/1/2016,RER,D,RER D,83.60,6.00
9/1/2016,RER,E,RER E,83.60,16.90
9/1/2016,Transilien,H,Paris Nord Ouest,83.60,26.80
9/1/2016,Transilien,J,Paris Saint-Lazare Nord,83.60,11.70
9/1/2016,Transilien,K,Paris Nord Crépy,83.60,26.00
9/1/2016,Transilien,L,Paris Saint-Lazare Sud,83.60,9.80
9/1/2016,Transilien,N,Paris Montparnasse,83.60,9.90
9/1/2016,Transilien,P,Paris Est,83.60,13.30
9/1/2016,Transilien,R,Paris Sud Est,83.60,6.90
9/1/2016,Transilien,U,La Verrière - La Défense,83.60,12.20
10/1/2016,RER,A,RER A,83.60,2.40
10/1/2016,RER,B,RER B,83.60,5.10
10/1/2016,RER,C,RER C,83.60,8.30
10/1/2016,RER,D,RER D,83.60,5.60
10/1/2016,RER,E,RER E,83.60,13.30
10/1/2016,Transilien,H,Paris Nord Ouest,83.60,21.70
10/1/2016,Transilien,J,Paris Saint-Lazare Nord,83.60,9.80
10/1/2016,Transilien,K,Paris Nord Crépy,83.60,20.70
10/1/2016,Transilien,L,Paris Saint-Lazare Sud,83.60,7.50
10/1/2016,Transilien,N,Paris Montparnasse,83.60,14.90
10/1/2016,Transilien,P,Paris Est,83.60,9.80
10/1/2016,Transilien,R,Paris Sud Est,83.60,4.90
10/1/2016,Transilien,U,La Verrière - La Défense,83.60,17.50
11/1/2016,RER,A,RER A,83.60,1.90
11/1/2016,RER,B,RER B,83.60,4.60
11/1/2016,RER,C,RER C,83.60,6.40
11/1/2016,RER,D,RER D,83.60,5.00
11/1/2016,RER,E,RER E,83.60,13.30
11/1/2016,Transilien,H,Paris Nord Ouest,83.60,16.90
11/1/2016,Transilien,J,Paris Saint-Lazare Nord,83.60,6.40
11/1/2016,Transilien,K,Paris Nord Crépy,83.60,24.60
11/1/2016,Transilien,L,Paris Saint-Lazare Sud,83.60,6.10
11/1/2016,Transilien,N,Paris Montparnasse,83.60,6.20
11/1/2016,Transilien,P,Paris Est,83.60,7.10
11/1/2016,Transilien,R,Paris Sud Est,83.60,5.20
11/1/2016,Transilien,U,La Verrière - La Défense,83.60,13.90
12/1/2016,RER,A,RER A,83.60,2.00
12/1/2016,RER,B,RER B,83.60,4.50
12/1/2016,RER,C,RER C,83.60,7.10
12/1/2016,RER,D,RER D,83.60,4.20
12/1/2016,RER,E,RER E,83.60,15.70
12/1/2016,Transilien,H,Paris Nord Ouest,83.60,1.40
12/1/2016,Transilien,J,Paris Saint-Lazare Nord,83.60,7.70
12/1/2016,Transilien,K,Paris Nord Crépy,83.60,6.40
12/1/2016,Transilien,L,Paris Saint-Lazare Sud,83.60,8.50
12/1/2016,Transilien,N,Paris Montparnasse,83.60,9.10
12/1/2016,Transilien,P,Paris Est,83.60,9.80
12/1/2016,Transilien,R,Paris Sud Est,83.60,7.80
12/1/2016,Transilien,U,La Verrière - La Défense,83.60,17.20
1/1/2017,RER,A,RER A,83.60,2.10
1/1/2017,RER,B,RER B,83.60,7.20
1/1/2017,RER,C,RER C,83.60,6.90
1/1/2017,RER,D,RER D,83.60,5.80
1/1/2017,RER,E,RER E,83.60,12.00
1/1/2017,Transilien,H,Paris Nord Ouest,83.60,16.90
1/1/2017,Transilien,J,Paris Saint-Lazare Nord,83.60,7.90
1/1/2017,Transilien,K,Paris Nord Crépy,83.60,22.30
1/1/2017,Transilien,L,Paris Saint-Lazare Sud,83.60,6.70
1/1/2017,Transilien,N,Paris Montparnasse,83.60,6.50
1/1/2017,Transilien,P,Paris Est,83.60,8.60
1/1/2017,Transilien,R,Paris Sud Est,83.60,7.90
1/1/2017,Transilien,U,La Verrière - La Défense,83.60,19.80
2/1/2017,RER,A,RER A,83.60,2.30
2/1/2017,RER,B,RER B,83.60,8.80
2/1/2017,RER,C,RER C,83.60,5.00
2/1/2017,RER,D,RER D,83.60,6.70
2/1/2017,RER,E,RER E,83.60,13.30
2/1/2017,Transilien,H,Paris Nord Ouest,83.60,13.50
2/1/2017,Transilien,J,Paris Saint-Lazare Nord,83.60,12.30
2/1/2017,Transilien,K,Paris Nord Crépy,83.60,17.50
2/1/2017,Transilien,L,Paris Saint-Lazare Sud,83.60,9.10
2/1/2017,Transilien,N,Paris Montparnasse,83.60,8.90
2/1/2017,Transilien,P,Paris Est,83.60,11.20
2/1/2017,Transilien,R,Paris Sud Est,83.60,8.60
2/1/2017,Transilien,U,La Verrière - La Défense,83.60,21.20
3/1/2017,RER,A,RER A,83.60,2.40
3/1/2017,RER,B,RER B,83.60,5.20
3/1/2017,RER,C,RER C,83.60,8.50
3/1/2017,RER,D,RER D,83.60,4.80
3/1/2017,RER,E,RER E,83.60,16.20
3/1/2017,Transilien,H,Paris Nord Ouest,83.60,9.40
3/1/2017,Transilien,J,Paris Saint-Lazare Nord,83.60,12.90
3/1/2017,Transilien,K,Paris Nord Crépy,83.60,13.10
3/1/2017,Transilien,L,Paris Saint-Lazare Sud,83.60,9.10
3/1/2017,Transilien,N,Paris Montparnasse,83.60,14.20
3/1/2017,Transilien,P,Paris Est,83.60,13.70
3/1/2017,Transilien,R,Paris Sud Est,83.60,6.30
3/1/2017,Transilien,U,La Verrière - La Défense,83.60,18.20
4/1/2017,RER,A,RER A,83.60,2.80
4/1/2017,RER,B,RER B,83.60,5.30
4/1/2017,RER,C,RER C,83.60,6.10
4/1/2017,RER,D,RER D,83.60,6.30
4/1/2017,RER,E,RER E,83.60,14.40
4/1/2017,Transilien,H,Paris Nord Ouest,83.60,8.50
4/1/2017,Transilien,J,Paris Saint-Lazare Nord,83.60,12.20
4/1/2017,Transilien,K,Paris Nord Crépy,83.60,14.20
4/1/2017,Transilien,L,Paris Saint-Lazare Sud,83.60,12.00
4/1/2017,Transilien,N,Paris Montparnasse,83.60,15.40
4/1/2017,Transilien,P,Paris Est,83.60,16.90
4/1/2017,Transilien,R,Paris Sud Est,83.60,5.10
4/1/2017,Transilien,U,La Verrière - La Défense,83.60,18.20
5/1/2017,RER,A,RER A,83.60,2.40
5/1/2017,RER,B,RER B,83.60,4.60
5/1/2017,RER,C,RER C,83.60,6.50
5/1/2017,RER,D,RER D,83.60,6.70
5/1/2017,RER,E,RER E,83.60,11.00
5/1/2017,Transilien,H,Paris Nord Ouest,83.60,4.00
5/1/2017,Transilien,J,Paris Saint-Lazare Nord,83.60,9.70
5/1/2017,Transilien,K,Paris Nord Crépy,83.60,7.10
5/1/2017,Transilien,L,Paris Saint-Lazare Sud,83.60,8.00
5/1/2017,Transilien,N,Paris Montparnasse,83.60,8.30
5/1/2017,Transilien,P,Paris Est,83.60,10.70
5/1/2017,Transilien,R,Paris Sud Est,83.60,5.40
5/1/2017,Transilien,U,La Verrière - La Défense,83.60,8.30
6/1/2017,RER,A,RER A,83.60,2.30
6/1/2017,RER,B,RER B,83.60,7.70
6/1/2017,RER,C,RER C,83.60,5.70
6/1/2017,RER,D,RER D,83.60,4.90
6/1/2017,RER,E,RER E,83.60,6.50
6/1/2017,Transilien,H,Paris Nord Ouest,83.60,6.40
6/1/2017,Transilien,J,Paris Saint-Lazare Nord,83.60,8.90
6/1/2017,Transilien,K,Paris Nord Crépy,83.60,20.10
6/1/2017,Transilien,L,Paris Saint-Lazare Sud,83.60,6.60
6/1/2017,Transilien,N,Paris Montparnasse,83.60,9.00
6/1/2017,Transilien,P,Paris Est,83.60,4.60
6/1/2017,Transilien,R,Paris Sud Est,83.60,3.20
6/1/2017,Transilien,U,La Verrière - La Défense,83.60,11.10
7/1/2017,RER,A,RER A,83.60,2.40
7/1/2017,RER,B,RER B,83.60,7.80
7/1/2017,RER,C,RER C,83.60,8.40
7/1/2017,RER,D,RER D,83.60,5.10
7/1/2017,RER,E,RER E,83.60,7.60
7/1/2017,Transilien,H,Paris Nord Ouest,83.60,13.90
7/1/2017,Transilien,J,Paris Saint-Lazare Nord,83.60,10.40
7/1/2017,Transilien,K,Paris Nord Crépy,83.60,9.50
7/1/2017,Transilien,L,Paris Saint-Lazare Sud,83.60,8.30
7/1/2017,Transilien,N,Paris Montparnasse,83.60,7.30
7/1/2017,Transilien,P,Paris Est,83.60,6.80
7/1/2017,Transilien,R,Paris Sud Est,83.60,2.90
7/1/2017,Transilien,U,La Verrière - La Défense,83.60,12.50
8/1/2017,RER,A,RER A,83.60,7.40
8/1/2017,RER,B,RER B,83.60,13.70
8/1/2017,RER,C,RER C,83.60,15.10
8/1/2017,RER,D,RER D,83.60,10.10
8/1/2017,RER,E,RER E,83.60,17.20
8/1/2017,Transilien,H,Paris Nord Ouest,83.60,40.70
8/1/2017,Transilien,J,Paris Saint-Lazare Nord,83.60,10.60
8/1/2017,Transilien,K,Paris Nord Crépy,83.60,17.20
8/1/2017,Transilien,L,Paris Saint-Lazare Sud,83.60,12.30
8/1/2017,Transilien,N,Paris Montparnasse,83.60,11.50
8/1/2017,Transilien,P,Paris Est,83.60,11.80
8/1/2017,Transilien,R,Paris Sud Est,83.60,6.40
8/1/2017,Transilien,U,La Verrière - La Défense,83.60,24.60
9/1/2017,RER,A,RER A,83.60,2.70
9/1/2017,RER,B,RER B,83.60,6.90
9/1/2017,RER,C,RER C,83.60,12.00
9/1/2017,RER,D,RER D,83.60,5.80
9/1/2017,RER,E,RER E,83.60,19.00
9/1/2017,Transilien,H,Paris Nord Ouest,83.60,28.40
9/1/2017,Transilien,J,Paris Saint-Lazare Nord,83.60,8.90
9/1/2017,Transilien,K,Paris Nord Crépy,83.60,13.70
9/1/2017,Transilien,L,Paris Saint-Lazare Sud,83.60,7.40
9/1/2017,Transilien,N,Paris Montparnasse,83.60,9.80
9/1/2017,Transilien,P,Paris Est,83.60,15.10
9/1/2017,Transilien,R,Paris Sud Est,83.60,4.20
9/1/2017,Transilien,U,La Verrière - La Défense,83.60,13.30
10/1/2017,RER,A,RER A,83.60,2.30
10/1/2017,RER,B,RER B,83.60,3.90
10/1/2017,RER,C,RER C,83.60,8.40
10/1/2017,RER,D,RER D,83.60,4.90
10/1/2017,RER,E,RER E,83.60,11.20
10/1/2017,Transilien,H,Paris Nord Ouest,83.60,12.30
10/1/2017,Transilien,J,Paris Saint-Lazare Nord,83.60,9.20
10/1/2017,Transilien,K,Paris Nord Crépy,83.60,11.80
10/1/2017,Transilien,L,Paris Saint-Lazare Sud,83.60,6.40
10/1/2017,Transilien,N,Paris Montparnasse,83.60,9.40
10/1/2017,Transilien,P,Paris Est,83.60,6.50
10/1/2017,Transilien,R,Paris Sud Est,83.60,5.80
10/1/2017,Transilien,U,La Verrière - La Défense,83.60,11.70
11/1/2017,RER,A,RER A,83.60,2.50
11/1/2017,RER,B,RER B,83.60,5.00
11/1/2017,RER,C,RER C,83.60,6.00
11/1/2017,RER,D,RER D,83.60,3.80
11/1/2017,RER,E,RER E,83.60,11.50
11/1/2017,Transilien,H,Paris Nord Ouest,83.60,7.80
11/1/2017,Transilien,J,Paris Saint-Lazare Nord,83.60,6.90
11/1/2017,Transilien,K,Paris Nord Crépy,83.60,9.30
11/1/2017,Transilien,L,Paris Saint-Lazare Sud,83.60,4.90
11/1/2017,Transilien,N,Paris Montparnasse,83.60,6.20
11/1/2017,Transilien,P,Paris Est,83.60,8.70
11/1/2017,Transilien,R,Paris Sud Est,83.60,3.80
11/1/2017,Transilien,U,La Verrière - La Défense,83.60,8.20
12/1/2017,RER,A,RER A,83.60,3.40
12/1/2017,RER,B,RER B,83.60,5.40
12/1/2017,RER,C,RER C,83.60,7.80
12/1/2017,RER,D,RER D,83.60,5.30
12/1/2017,RER,E,RER E,83.60,15.70
12/1/2017,Transilien,H,Paris Nord Ouest,83.60,8.40
