Date,Service,Ligne,Nom_de_la_ligne,Taux_de_ponctualité,Nombre_de_voyageurs_à_l'heure_pour_un_voyageur_en_retard
4/1/2023,Transilien,H,Paris Nord Ouest,83.60,29.16
4/1/2023,Transilien,J,Paris Saint-Lazare Nord,83.60,15.36
4/1/2023,Transilien,K,Paris Nord Crépy,83.60,12.88
4/1/2023,Transilien,L,Paris Saint-Lazare Sud,83.60,25.91
4/1/2023,Transilien,N,Paris Montparnasse,83.60,31.92
4/1/2023,Transilien,P,Paris Est,83.60,13.80
4/1/2023,Transilien,R,Paris Sud Est,83.60,7.33
4/1/2023,Transilien,U,La Verrière - La Défense,83.60,19.00
5/1/2023,RER,A,RER A,83.60,7.18
5/1/2023,RER,B,RER B,83.60,4.05
5/1/2023,RER,C,RER C,83.60,7.00
5/1/2023,RER,D,RER D,83.60,6.63
5/1/2023,RER,E,RER E,83.60,18.81
5/1/2023,Transilien,H,Paris Nord Ouest,83.60,13.15
5/1/2023,Transilien,J,Paris Saint-Lazare Nord,83.60,9.39
5/1/2023,Transilien,K,Paris Nord Crépy,83.60,11.28
5/1/2023,Transilien,L,Paris Saint-Lazare Sud,83.60,11.26
5/1/2023,Transilien,N,Paris Montparnasse,83.60,21.70
5/1/2023,Transilien,P,Paris Est,83.60,16.11
5/1/2023,Transilien,R,Paris Sud Est,83.60,9.42
5/1/2023,Transilien,U,La Verrière - La Défense,83.60,21.88
6/1/2023,RER,A,RER A,83.60,6.47
6/1/2023,RER,B,RER B,83.60,4.91
6/1/2023,RER,C,RER C,83.60,4.67
6/1/2023,RER,D,RER D,83.60,4.44
6/1/2023,RER,E,RER E,83.60,12.02
6/1/2023,Transilien,H,Paris Nord Ouest,83.60,10.09
6/1/2023,Transilien,J,Paris Saint-Lazare Nord,83.60,11.07
6/1/2023,Transilien,K,Paris Nord Crépy,83.60,15.94
6/1/2023,Transilien,L,Paris Saint-Lazare Sud,83.60,10.64
6/1/2023,Transilien,N,Paris Montparnasse,83.60,20.19
6/1/2023,Transilien,P,Paris Est,83.60,9.31
6/1/2023,Transilien,R,Paris Sud Est,83.60,6.99
6/1/2023,Transilien,U,La Verrière - La Défense,83.60,20.68
7/1/2023,RER,A,RER A,83.60,7.16
7/1/2023,RER,B,RER B,83.60,5.90
7/1/2023,RER,C,RER C,83.60,4.59
7/1/2023,RER,D,RER D,83.60,8.74
7/1/2023,RER,E,RER E,83.60,13.36
7/1/2023,Transilien,H,Paris Nord Ouest,83.60,20.71
7/1/2023,Transilien,J,Paris Saint-Lazare Nord,83.60,16.59
7/1/2023,Transilien,K,Paris Nord Crépy,83.60,10.80
7/1/2023,Transilien,L,Paris Saint-Lazare Sud,83.60,25.67
7/1/2023,Transilien,N,Paris Montparnasse,83.60,24.07
7/1/2023,Transilien,P,Paris Est,83.60,9.24
7/1/2023,Transilien,R,Paris Sud Est,83.60,10.15
7/1/2023,Transilien,U,La Verrière - La Défense,83.60,48.91
8/1/2023,RER,A,RER A,83.60,11.72
8/1/2023,RER,B,RER B,83.60,8.34
8/1/2023,RER,C,RER C,83.60,12.04
8/1/2023,RER,D,RER D,83.60,8.68
8/1/2023,RER,E,RER E,83.60,17.84
8/1/2023,Transilien,H,Paris Nord Ouest,83.60,31.81
8/1/2023,Transilien,J,Paris Saint-Lazare Nord,83.60,21.68
8/1/2023,Transilien,K,Paris Nord Crépy,83.60,36.58
8/1/2023,Transilien,L,Paris Saint-Lazare Sud,83.60,20.61
8/1/2023,Transilien,N,Paris Montparnasse,83.60,28.79
8/1/2023,Transilien,P,Paris Est,83.60,6.90
8/1/2023,Transilien,R,Paris Sud Est,83.60,14.88
8/1/2023,Transilien,U,La Verrière - La Défense,83.60,39.48
9/1/2023,RER,A,RER A,83.60,6.38
9/1/2023,RER,B,RER B,83.60,4.63
9/1/2023,RER,C,RER C,83.60,5.58
9/1/2023,RER,D,RER D,83.60,7.42
9/1/2023,RER,E,RER E,83.60,19.30
9/1/2023,Transilien,H,Paris Nord Ouest,83.60,22.30
9/1/2023,Transilien,J,Paris Saint-Lazare Nord,83.60,12.52
9/1/2023,Transilien,K,Paris Nord Crépy,83.60,22.36
9/1/2023,Transilien,L,Paris Saint-Lazare Sud,83.60,17.84
9/1/2023,Transilien,N,Paris Montparnasse,83.60,25.63
9/1/2023,Transilien,P,Paris Est,83.60,10.44
9/1/2023,Transilien,R,Paris Sud Est,83.60,9.61
9/1/2023,Transilien,U,La Verrière - La Défense,83.60,24.32
10/1/2023,RER,A,RER A,83.60,5.33
10/1/2023,RER,B,RER B,83.60,5.01
10/1/2023,RER,C,RER C,83.60,7.33
10/1/2023,RER,D,RER D,83.60,5.73
10/1/2023,RER,E,RER E,83.60,14.73
10/1/2023,Transilien,H,Paris Nord Ouest,83.60,23.42
10/1/2023,Transilien,J,Paris Saint-Lazare Nord,83.60,15.74
10/1/2023,Transilien,K,Paris Nord Crépy,83.60,48.88
10/1/2023,Transilien,L,Paris Saint-Lazare Sud,83.60,17.44
10/1/2023,Transilien,N,Paris Montparnasse,83.60,10.32
10/1/2023,Transilien,P,Paris Est,83.60,5.67
10/1/2023,Transilien,R,Paris Sud Est,83.60,5.66
10/1/2023,Transilien,U,La Verrière - La Défense,83.60,20.70
11/1/2023,RER,A,RER A,83.60,3.10
11/1/2023,RER,B,RER B,83.60,3.39
11/1/2023,RER,C,RER C,83.60,4.58
11/1/2023,RER,D,RER D,83.60,4.48
11/1/2023,RER,E,RER E,83.60,9.47
11/1/2023,Transilien,H,Paris Nord Ouest,83.60,9.86
11/1/2023,Transilien,J,Paris Saint-Lazare Nord,83.60,4.95
11/1/2023,Transilien,K,Paris Nord Crépy,83.60,7.51
11/1/2023,Transilien,L,Paris Saint-Lazare Sud,83.60,6.51
11/1/2023,Transilien,N,Paris Montparnasse,83.60,4.74
11/1/2023,Transilien,P,Paris Est,83.60,3.30
11/1/2023,Transilien,R,Paris Sud Est,83.60,7.99
11/1/2023,Transilien,U,La Verrière - La Défense,83.60,6.73
12/1/2023,RER,A,RER A,83.60,6.28
12/1/2023,RER,B,RER B,83.60,4.17
12/1/2023,RER,C,RER C,83.60,4.38
12/1/2023,RER,D,RER D,83.60,4.45
12/1/2023,RER,E,RER E,83.60,16.39
12/1/2023,Transilien,H,Paris Nord Ouest,83.60,21.07
12/1/2023,Transilien,J,Paris Saint-Lazare Nord,83.60,11.65
12/1/2023,Transilien,K,Paris Nord Crépy,83.60,26.11
12/1/2023,Transilien,L,Paris Saint-Lazare Sud,83.60,14.94
12/1/2023,Transilien,N,Paris Montparnasse,83.60,9.45
12/1/2023,Transilien,P,Paris Est,83.60,8.56
12/1/2023,Transilien,R,Paris Sud Est,83.60,11.11
12/1/2023,Transilien,U,La Verrière - La Défense,83.60,11.81
1/1/2024,RER,A,RER A,83.60,4.46
1/1/2024,RER,B,RER B,83.60,5.40
1/1/2024,RER,C,RER C,83.60,4.24
1/1/2024,RER,D,RER D,83.60,4.90
1/1/2024,RER,E,RER E,83.60,16.07
1/1/2024,Transilien,H,Paris Nord Ouest,83.60,13.26
1/1/2024,Transilien,J,Paris Saint-Lazare Nord,83.60,9.60
1/1/2024,Transilien,K,Paris Nord Crépy,83.60,22.94
1/1/2024,Transilien,L,Paris Saint-Lazare Sud,83.60,9.77
1/1/2024,Transilien,N,Paris Montparnasse,83.60,11.49
1/1/2024,Transilien,P,Paris Est,83.60,6.69
1/1/2024,Transilien,R,Paris Sud Est,83.60,7.76
1/1/2024,Transilien,U,La Verrière - La Défense,83.60,10.37
2/1/2024,RER,A,RER A,83.60,8.46
2/1/2024,RER,B,RER B,83.60,5.30
2/1/2024,RER,C,RER C,83.60,5.39
2/1/2024,RER,D,RER D,83.60,7.37
2/1/2024,RER,E,RER E,83.60,9.97
2/1/2024,Transilien,H,Paris Nord Ouest,83.60,16.58
2/1/2024,Transilien,J,Paris Saint-Lazare Nord,83.60,16.10
2/1/2024,Transilien,K,Paris Nord Crépy,83.60,24.77
2/1/2024,Transilien,L,Paris Saint-Lazare Sud,83.60,18.50
2/1/2024,Transilien,N,Paris Montparnasse,83.60,20.55
2/1/2024,Transilien,P,Paris Est,83.60,8.48
2/1/2024,Transilien,R,Paris Sud Est,83.60,9.79
2/1/2024,Transilien,U,La Verrière - La Défense,83.60,30.65
3/1/2024,RER,A,RER A,83.60,7.62
3/1/2024,RER,B,RER B,83.60,5.83
3/1/2024,RER,C,RER C,83.60,6.27
3/1/2024,RER,D,RER D,83.60,4.52
3/1/2024,RER,E,RER E,83.60,17.59
3/1/2024,Transilien,H,Paris Nord Ouest,83.60,22.91
3/1/2024,Transilien,J,Paris Saint-Lazare Nord,83.60,15.14
3/1/2024,Transilien,K,Paris Nord Crépy,83.60,40.21
3/1/2024,Transilien,L,Paris Saint-Lazare Sud,83.60,15.05
3/1/2024,Transilien,N,Paris Montparnasse,83.60,19.42
3/1/2024,Transilien,P,Paris Est,83.60,15.54
3/1/2024,Transilien,R,Paris Sud Est,83.60,7.97
3/1/2024,Transilien,U,La Verrière - La Défense,83.60,13.58
4/1/2024,RER,A,RER A,83.60,6.16
4/1/2024,RER,B,RER B,83.60,7.22
4/1/2024,RER,C,RER C,83.60,9.12
4/1/2024,RER,D,RER D,83.60,6.83
4/1/2024,RER,E,RER E,83.60,11.52
4/1/2024,Transilien,H,Paris Nord Ouest,83.60,21.77
4/1/2024,Transilien,J,Paris Saint-Lazare Nord,83.60,15.92
4/1/2024,Transilien,K,Paris Nord Crépy,83.60,18.61
4/1/2024,Transilien,L,Paris Saint-Lazare Sud,83.60,20.91
4/1/2024,Transilien,N,Paris Montparnasse,83.60,19.74
4/1/2024,Transilien,P,Paris Est,83.60,14.40
4/1/2024,Transilien,R,Paris Sud Est,83.60,10.23
4/1/2024,Transilien,U,La Verrière - La Défense,83.60,21.61
5/1/2024,RER,A,RER A,83.60,6.52
5/1/2024,RER,B,RER B,83.60,7.00
5/1/2024,RER,C,RER C,83.60,5.93
5/1/2024,RER,D,RER D,83.60,8.52
5/1/2024,RER,E,RER E,83.60,13.69
5/1/2024,Transilien,H,Paris Nord Ouest,83.60,22.23
5/1/2024,Transilien,J,Paris Saint-Lazare Nord,83.60,12.57
5/1/2024,Transilien,K,Paris Nord Crépy,83.60,38.09
5/1/2024,Transilien,L,Paris Saint-Lazare Sud,83.60,14.42
5/1/2024,Transilien,N,Paris Montparnasse,83.60,30.21
5/1/2024,Transilien,P,Paris Est,83.60,10.63
5/1/2024,Transilien,R,Paris Sud Est,83.60,10.73
5/1/2024,Transilien,U,La Verrière - La Défense,83.60,23.33
6/1/2024,RER,A,RER A,83.60,8.94
6/1/2024,RER,B,RER B,83.60,5.02
6/1/2024,RER,C,RER C,83.60,7.37
6/1/2024,RER,D,RER D,83.60,6.20
6/1/2024,RER,E,RER E,83.60,9.73
6/1/2024,Transilien,H,Paris Nord Ouest,83.60,33.04
6/1/2024,Transilien,J,Paris Saint-Lazare Nord,83.60,12.88
6/1/2024,Transilien,K,Paris Nord Crépy,83.60,35.19
6/1/2024,Transilien,L,Paris Saint-Lazare Sud,83.60,13.17
6/1/2024,Transilien,N,Paris Montparnasse,83.60,28.05
6/1/2024,Transilien,P,Paris Est,83.60,11.05
6/1/2024,Transilien,R,Paris Sud Est,83.60,8.43
6/1/2024,Transilien,U,La Verrière - La Défense,83.60,17.74
7/1/2024,RER,A,RER A,83.60,8.40
7/1/2024,RER,B,RER B,83.60,8.44
7/1/2024,RER,C,RER C,83.60,11.40
7/1/2024,RER,D,RER D,83.60,11.16
7/1/2024,RER,E,RER E,83.60,18.60
7/1/2024,Transilien,H,Paris Nord Ouest,83.60,30.42
7/1/2024,Transilien,J,Paris Saint-Lazare Nord,83.60,16.84
7/1/2024,Transilien,K,Paris Nord Crépy,83.60,36.86
7/1/2024,Transilien,L,Paris Saint-Lazare Sud,83.60,21.37
7/1/2024,Transilien,N,Paris Montparnasse,83.60,21.25
7/1/2024,Transilien,P,Paris Est,83.60,15.93
7/1/2024,Transilien,R,Paris Sud Est,83.60,9.34
7/1/2024,Transilien,U,La Verrière - La Défense,83.60,23.32
8/1/2024,RER,A,RER A,83.60,10.57
8/1/2024,RER,B,RER B,83.60,12.09
8/1/2024,RER,C,RER C,83.60,22.75
8/1/2024,RER,D,RER D,83.60,14.09
8/1/2024,RER,E,RER E,83.60,27.28
8/1/2024,Transilien,H,Paris Nord Ouest,83.60,49.10
8/1/2024,Transilien,J,Paris Saint-Lazare Nord,83.60,23.47
8/1/2024,Transilien,K,Paris Nord Crépy,83.60,29.88
8/1/2024,Transilien,L,Paris Saint-Lazare Sud,83.60,60.07
8/1/2024,Transilien,N,Paris Montparnasse,83.60,27.34
8/1/2024,Transilien,P,Paris Est,83.60,25.00
8/1/2024,Transilien,R,Paris Sud Est,83.60,23.43
8/1/2024,Transilien,U,La Verrière - La Défense,83.60,62.33
9/1/2024,RER,A,RER A,83.60,10.03
9/1/2024,RER,B,RER B,83.60,6.61
9/1/2024,RER,C,RER C,83.60,10.12
9/1/2024,RER,D,RER D,83.60,8.62
9/1/2024,RER,E,RER E,83.60,12.13
9/1/2024,Transilien,H,Paris Nord Ouest,83.60,38.66
9/1/2024,Transilien,J,Paris Saint-Lazare Nord,83.60,22.71
9/1/2024,Transilien,K,Paris Nord Crépy,83.60,37.35
9/1/2024,Transilien,L,Paris Saint-Lazare Sud,83.60,31.72
9/1/2024,Transilien,N,Paris Montparnasse,83.60,27.42
9/1/2024,Transilien,P,Paris Est,83.60,13.20
9/1/2024,Transilien,R,Paris Sud Est,83.60,13.69
9/1/2024,Transilien,U,La Verrière - La Défense,83.60,25.97
10/1/2024,RER,A,RER A,83.60,6.11
10/1/2024,RER,B,RER B,83.60,5.32
10/1/2024,RER,C,RER C,83.60,6.27
10/1/2024,RER,D,RER D,83.60,5.75
10/1/2024,RER,E,RER E,83.60,9.93
10/1/2024,Transilien,H,Paris Nord Ouest,83.60,15.04
10/1/2024,Transilien,J,Paris Saint-Lazare Nord,83.60,12.78
10/1/2024,Transilien,K,Paris Nord Crépy,83.60,17.34
10/1/2024,Transilien,L,Paris Saint-Lazare Sud,83.60,19.40
10/1/2024,Transilien,N,Paris Montparnasse,83.60,15.59
10/1/2024,Transilien,P,Paris Est,83.60,9.36
10/1/2024,Transilien,R,Paris Sud Est,83.60,16.87
10/1/2024,Transilien,U,La Verrière - La Défense,83.60,16.73
11/1/2024,RER,A,RER A,83.60,6.14
11/1/2024,RER,B,RER B,83.60,5.37
11/1/2024,RER,C,RER C,83.60,5.44
11/1/2024,RER,D,RER D,83.60,5.62
11/1/2024,RER,E,RER E,83.60,14.45
11/1/2024,Transilien,H,Paris Nord Ouest,83.60,16.16
11/1/2024,Transilien,J,Paris Saint-Lazare Nord,83.60,14.34
11/1/2024,Transilien,K,Paris Nord Crépy,83.60,16.00
11/1/2024,Transilien,L,Paris Saint-Lazare Sud,83.60,18.94
11/1/2024,Transilien,N,Paris Montparnasse,83.60,10.91
11/1/2024,Transilien,P,Paris Est,83.60,8.14
11/1/2024,Transilien,R,Paris Sud Est,83.60,9.88
11/1/2024,Transilien,U,La Verrière - La Défense,83.60,13.88
12/1/2024,RER,A,RER A,83.60,7.04
12/1/2024,RER,B,RER B,83.60,4.11
12/1/2024,RER,C,RER C,83.60,6.84
12/1/2024,RER,D,RER D,83.60,8.18
12/1/2024,RER,E,RER E,83.60,8.70
12/1/2024,Transilien,H,Paris Nord Ouest,83.60,15.92
12/1/2024,Transilien,J,Paris Saint-Lazare Nord,83.60,19.23
12/1/2024,Transilien,K,Paris Nord Crépy,83.60,12.18
12/1/2024,Transilien,L,Paris Saint-Lazare Sud,83.60,17.83
12/1/2024,Transilien,N,Paris Montparnasse,83.60,17.87
12/1/2024,Transilien,P,Paris Est,83.60,9.97
12/1/2024,Transilien,R,Paris Sud Est,83.60,12.00
12/1/2024,Transilien,U,La Verrière - La Défense,83.60,15.51
1/1/2025,RER,A,RER A,83.60,7.80
1/1/2025,RER,B,RER B,83.60,5.29
1/1/2025,RER,C,RER C,83.60,4.70
1/1/2025,RER,D,RER D,83.60,6.86
1/1/2025,RER,E,RER E,83.60,7.24
1/1/2025,Transilien,H,Paris Nord Ouest,83.60,17.89
1/1/2025,Transilien,J,Paris Saint-Lazare Nord,83.60,12.23
1/1/2025,Transilien,K,Paris Nord Crépy,83.60,23.90
1/1/2025,Transilien,L,Paris Saint-Lazare Sud,83.60,18.37
1/1/2025,Transilien,N,Paris Montparnasse,83.60,12.64
1/1/2025,Transilien,P,Paris Est,83.60,11.43
1/1/2025,Transilien,R,Paris Sud Est,83.60,7.70
1/1/2025,Transilien,U,La Verrière - La Défense,83.60,7.37
2/1/2025,RER,A,RER A,83.60,11.59
2/1/2025,RER,B,RER B,83.60,7.83
2/1/2025,RER,C,RER C,83.60,5.62
2/1/2025,RER,D,RER D,83.60,5.61
2/1/2025,RER,E,RER E,83.60,5.91
2/1/2025,Transilien,H,Paris Nord Ouest,83.60,22.59
2/1/2025,Transilien,J,Paris Saint-Lazare Nord,83.60,17.68
2/1/2025,Transilien,K,Paris Nord Crépy,83.60,50.42
2/1/2025,Transilien,L,Paris Saint-Lazare Sud,83.60,16.29
2/1/2025,Transilien,N,Paris Montparnasse,83.60,16.72
2/1/2025,Transilien,P,Paris Est,83.60,6.97
2/1/2025,Transilien,R,Paris Sud Est,83.60,7.15
2/1/2025,Transilien,U,La Verrière - La Défense,83.60,11.29
3/1/2025,RER,A,RER A,83.60,8.16
3/1/2025,RER,B,RER B,83.60,6.57
3/1/2025,RER,C,RER C,83.60,7.61
3/1/2025,RER,D,RER D,83.60,7.11
3/1/2025,RER,E,RER E,83.60,10.43
3/1/2025,Transilien,H,Paris Nord Ouest,83.60,26.34
3/1/2025,Transilien,J,Paris Saint-Lazare Nord,83.60,15.23
3/1/2025,Transilien,K,Paris Nord Crépy,83.60,29.45
3/1/2025,Transilien,L,Paris Saint-Lazare Sud,83.60,20.81
3/1/2025,Transilien,N,Paris Montparnasse,83.60,21.65
3/1/2025,Transilien,P,Paris Est,83.60,11.67
3/1/2025,Transilien,R,Paris Sud Est,83.60,9.62
3/1/2025,Transilien,U,La Verrière - La Défense,83.60,19.64
4/1/2025,RER,A,RER A,83.60,8.57
4/1/2025,RER,B,RER B,83.60,7.18
4/1/2025,RER,C,RER C,83.60,8.99
4/1/2025,RER,D,RER D,83.60,5.12
4/1/2025,RER,E,RER E,83.60,9.61
4/1/2025,Transilien,H,Paris Nord Ouest,83.60,12.77
4/1/2025,Transilien,J,Paris Saint-Lazare Nord,83.60,14.34
4/1/2025,Transilien,K,Paris Nord Crépy,83.60,21.52
4/1/2025,Transilien,L,Paris Saint-Lazare Sud,83.60,18.30
4/1/2025,Transilien,N,Paris Montparnasse,83.60,15.16
4/1/2025,Transilien,P,Paris Est,83.60,13.82
4/1/2025,Transilien,R,Paris Sud Est,83.60,6.43
4/1/2025,Transilien,U,La Verrière - La Défense,83.60,17.73
5/1/2025,RER,A,RER A,83.60,8.30
5/1/2025,RER,B,RER B,83.60,6.95
5/1/2025,RER,C,RER C,83.60,12.27
5/1/2025,RER,D,RER D,83.60,5.44
5/1/2025,RER,E,RER E,83.60,8.88
5/1/2025,Transilien,H,Paris Nord Ouest,83.60,23.48
5/1/2025,Transilien,J,Paris Saint-Lazare Nord,83.60,15.90
5/1/2025,Transilien,K,Paris Nord Crépy,83.60,20.40
5/1/2025,Transilien,L,Paris Saint-Lazare Sud,83.60,19.44
5/1/2025,Transilien,N,Paris Montparnasse,83.60,25.78
5/1/2025,Transilien,P,Paris Est,83.60,8.02
5/1/2025,Transilien,R,Paris Sud Est,83.60,13.18
5/1/2025,Transilien,U,La Verrière - La Défense,83.60,15.38
6/1/2025,RER,A,RER A,83.60,4.25
6/1/2025,RER,B,RER B,83.60,6.24
6/1/2025,RER,C,RER C,83.60,6.18
6/1/2025,RER,D,RER D,83.60,5.74
6/1/2025,RER,E,RER E,83.60,7.41
6/1/2025,Transilien,H,Paris Nord Ouest,83.60,12.87
6/1/2025,Transilien,J,Paris Saint-Lazare Nord,83.60,12.50
6/1/2025,Transilien,K,Paris Nord Crépy,83.60,11.04
6/1/2025,Transilien,L,Paris Saint-Lazare Sud,83.60,12.61
6/1/2025,Transilien,N,Paris Montparnasse,83.60,22.76
6/1/2025,Transilien,P,Paris Est,83.60,7.00
6/1/2025,Transilien,R,Paris Sud Est,83.60,6.66
6/1/2025,Transilien,U,La Verrière - La Défense,83.60,10.26
7/1/2025,RER,A,RER A,83.60,8.41
7/1/2025,RER,B,RER B,83.60,7.80
7/1/2025,RER,C,RER C,83.60,7.56
7/1/2025,RER,D,RER D,83.60,6.13
7/1/2025,RER,E,RER E,83.60,12.74
7/1/2025,Transilien,H,Paris Nord Ouest,83.60,19.18
7/1/2025,Transilien,J,Paris Saint-Lazare Nord,83.60,11.34
7/1/2025,Transilien,K,Paris Nord Crépy,83.60,19.95
7/1/2025,Transilien,L,Paris Saint-Lazare Sud,83.60,12.02
7/1/2025,Transilien,N,Paris Montparnasse,83.60,20.57
7/1/2025,Transilien,P,Paris Est,83.60,11.96
7/1/2025,Transilien,R,Paris Sud Est,83.60,8.62
7/1/2025,Transilien,U,La Verrière - La Défense,83.60,18.32
8/1/2025,RER,A,RER A,83.60,18.06
8/1/2025,RER,B,RER B,83.60,14.83
8/1/2025,RER,C,RER C,83.60,18.21
8/1/2025,RER,D,RER D,83.60,9.14
8/1/2025,RER,E,RER E,83.60,18.14
8/1/2025,Transilien,H,Paris Nord Ouest,83.60,35.19
8/1/2025,Transilien,J,Paris Saint-Lazare Nord,83.60,18.31
8/1/2025,Transilien,K,Paris Nord Crépy,83.60,12.75
8/1/2025,Transilien,L,Paris Saint-Lazare Sud,83.60,21.19
8/1/2025,Transilien,N,Paris Montparnasse,83.60,42.04
8/1/2025,Transilien,P,Paris Est,83.60,16.79
8/1/2025,Transilien,R,Paris Sud Est,83.60,11.11
8/1/2025,Transilien,U,La Verrière - La Défense,83.60,64.86
9/1/2025,RER,A,RER A,83.60,11.67
9/1/2025,RER,B,RER B,83.60,6.02
9/1/2025,RER,C,RER C,83.60,9.43
9/1/2025,RER,D,RER D,83.60,6.22
9/1/2025,RER,E,RER E,83.60,11.08
9/1/2025,Transilien,H,Paris Nord Ouest,83.60,16.61
9/1/2025,Transilien,J,Paris Saint-Lazare Nord,83.60,20.94
9/1/2025,Transilien,K,Paris Nord Crépy,83.60,9.45
9/1/2025,Transilien,L,Paris Saint-Lazare Sud,83.60,15.75
9/1/2025,Transilien,N,Paris Montparnasse,83.60,32.97
9/1/2025,Transilien,P,Paris Est,83.60,13.31
9/1/2025,Transilien,R,Paris Sud Est,83.60,5.86
9/1/2025,Transilien,U,La Verrière - La Défense,83.60,10.42
